Exercise_Duration,Body_Temperature(F),BPM,Height(Feet),Height(Remainder_Inches),Weight(lb),Weight_Status,Gender,Age,Calories_Burned
18.0,104.7,89.0,5.0,9.0,172.0,Overweight,M,20,52.0
11.0,103.6,96.0,5.0,1.0,125.7,Normal Weight,F,47,60.0
28.0,105.6,108.0,6.0,2.0,191.8,Normal Weight,M,29,179.0
4.0,102.4,87.0,5.0,3.0,136.7,Normal Weight,F,55,18.0
9.0,103.6,85.0,5.0,0.0,112.4,Normal Weight,F,22,35.0
14.0,104.2,94.0,6.0,3.0,205.0,Overweight,M,31,63.0
20.0,104.7,102.0,5.0,12.0,189.6,Overweight,M,23,104.0
10.0,103.5,95.0,5.0,6.0,145.5,Normal Weight,F,56,54.0
28.0,105.6,111.0,5.0,8.0,156.5,Normal Weight,M,21,171.0
4.0,102.2,85.0,5.0,3.0,130.1,Normal Weight,F,43,17.0
8.0,102.9,83.0,5.0,8.0,145.5,Normal Weight,F,63,34.0
15.0,104.5,90.0,4.0,10.0,103.6,Normal Weight,F,35,71.0
7.0,102.6,83.0,6.0,4.0,183.0,Normal Weight,M,23,16.0
28.0,105.4,105.0,6.0,3.0,209.4,Overweight,M,25,166.0
10.0,103.6,99.0,5.0,5.0,132.3,Normal Weight,M,22,41.0
2.0,100.4,90.0,5.0,11.0,183.0,Overweight,M,46,9.0
9.0,104.0,88.0,5.0,11.0,178.6,Normal Weight,M,40,34.0
25.0,105.4,98.0,4.0,11.0,101.4,Normal Weight,F,20,133.0
23.0,105.6,102.0,5.0,7.0,158.7,Normal Weight,F,40,132.0
19.0,105.1,102.0,5.0,5.0,147.7,Obese,F,40,110.0
1.0,99.9,89.0,5.0,9.0,160.9,Normal Weight,F,30,4.0
28.0,105.6,111.0,5.0,9.0,152.1,Normal Weight,F,66,202.0
14.0,104.9,101.0,5.0,5.0,152.1,Overweight,M,23,65.0
8.0,103.1,86.0,6.0,8.0,227.1,Obese,M,76,46.0
15.0,104.5,94.0,5.0,3.0,127.9,Normal Weight,F,22,71.0
15.0,103.8,95.0,5.0,10.0,160.9,Normal Weight,F,25,71.0
12.0,103.6,89.0,5.0,5.0,141.1,Normal Weight,F,38,53.0
8.0,103.1,90.0,5.0,3.0,123.5,Normal Weight,F,37,37.0
4.0,101.5,85.0,5.0,8.0,174.2,Overweight,M,31,11.0
16.0,104.5,104.0,6.0,3.0,198.4,Normal Weight,M,57,115.0
17.0,104.4,98.0,5.0,9.0,163.1,Normal Weight,F,42,91.0
16.0,104.9,91.0,5.0,10.0,169.8,Normal Weight,M,44,69.0
27.0,106.0,104.0,5.0,7.0,147.7,Normal Weight,F,39,162.0
27.0,105.4,105.0,5.0,9.0,165.3,Normal Weight,F,44,165.0
1.0,99.9,78.0,6.0,4.0,218.3,Overweight,M,25,2.0
10.0,103.6,99.0,5.0,8.0,158.7,Normal Weight,M,35,50.0
5.0,102.9,93.0,4.0,12.0,110.2,Normal Weight,F,49,26.0
25.0,105.1,103.0,4.0,12.0,121.3,Normal Weight,F,41,153.0
7.0,102.7,87.0,5.0,10.0,169.8,Normal Weight,M,28,21.0
18.0,104.5,100.0,5.0,10.0,158.7,Normal Weight,F,45,101.0
18.0,104.2,94.0,5.0,7.0,138.9,Normal Weight,F,25,85.0
20.0,105.1,99.0,5.0,0.0,103.6,Normal Weight,F,24,110.0
16.0,104.7,87.0,5.0,5.0,143.3,Normal Weight,M,30,45.0
19.0,104.9,98.0,6.0,6.0,227.1,Overweight,M,74,141.0
6.0,102.7,88.0,4.0,11.0,112.4,Normal Weight,F,56,29.0
19.0,104.4,100.0,6.0,2.0,207.2,Overweight,M,67,136.0
7.0,103.1,82.0,5.0,10.0,160.9,Normal Weight,F,40,25.0
24.0,105.3,110.0,5.0,10.0,187.4,Overweight,M,28,158.0
20.0,104.9,94.0,6.0,5.0,207.2,Normal Weight,M,47,106.0
2.0,100.4,85.0,5.0,7.0,141.1,Normal Weight,F,20,7.0
3.0,101.3,83.0,6.0,0.0,187.4,Overweight,M,25,7.0
13.0,103.6,89.0,5.0,7.0,174.2,Overweight,M,61,64.0
11.0,104.2,89.0,5.0,6.0,136.7,Normal Weight,F,50,51.0
7.0,102.9,87.0,5.0,9.0,156.5,Normal Weight,F,71,33.0
29.0,106.2,99.0,5.0,1.0,127.9,Normal Weight,F,75,181.0
3.0,101.1,76.0,5.0,2.0,121.3,Normal Weight,F,25,9.0
5.0,102.4,85.0,4.0,11.0,121.3,Normal Weight,F,58,22.0
20.0,104.9,101.0,5.0,7.0,169.8,Overweight,M,43,116.0
10.0,104.4,88.0,6.0,1.0,180.8,Normal Weight,M,21,29.0
26.0,105.6,104.0,5.0,0.0,125.7,Normal Weight,F,47,164.0
25.0,105.3,99.0,5.0,8.0,160.9,Normal Weight,M,20,108.0
24.0,105.4,102.0,5.0,3.0,132.3,Normal Weight,F,75,157.0
16.0,104.4,93.0,5.0,10.0,180.8,Overweight,M,70,96.0
5.0,102.6,90.0,5.0,1.0,121.3,Normal Weight,F,23,22.0
20.0,104.7,100.0,5.0,7.0,167.6,Overweight,M,33,103.0
24.0,104.7,112.0,6.0,2.0,185.2,Normal Weight,M,52,193.0
26.0,106.2,108.0,5.0,10.0,167.6,Normal Weight,F,20,155.0
29.0,106.0,116.0,6.0,3.0,216.1,Overweight,M,57,266.0
27.0,105.1,107.0,5.0,8.0,167.6,Overweight,M,54,195.0
4.0,102.2,82.0,5.0,11.0,178.6,Overweight,M,67,17.0
12.0,104.0,96.0,5.0,9.0,163.1,Normal Weight,F,21,57.0
24.0,105.3,99.0,5.0,9.0,160.9,Normal Weight,F,49,134.0
21.0,105.1,98.0,6.0,6.0,220.5,Overweight,M,21,100.0
12.0,103.6,84.0,5.0,9.0,172.0,Overweight,M,28,30.0
29.0,105.4,104.0,5.0,5.0,138.9,Normal Weight,F,74,194.0
7.0,102.7,86.0,6.0,8.0,249.1,Overweight,M,74,41.0
19.0,104.5,95.0,6.0,2.0,207.2,Overweight,M,48,105.0
12.0,103.6,89.0,6.0,7.0,224.9,Overweight,M,68,69.0
22.0,105.3,104.0,5.0,7.0,154.3,Normal Weight,F,35,130.0
9.0,104.0,80.0,5.0,9.0,169.8,Normal Weight,M,44,24.0
6.0,102.7,91.0,5.0,10.0,163.1,Normal Weight,F,25,26.0
5.0,102.4,87.0,5.0,2.0,130.1,Normal Weight,F,40,22.0
21.0,104.2,105.0,5.0,2.0,123.5,Normal Weight,F,20,125.0
16.0,104.4,97.0,5.0,7.0,145.5,Normal Weight,F,21,79.0
7.0,102.9,84.0,6.0,8.0,242.5,Overweight,M,31,24.0
25.0,105.6,103.0,5.0,4.0,127.9,Normal Weight,F,24,144.0
22.0,104.9,102.0,6.0,2.0,187.4,Normal Weight,M,29,120.0
3.0,101.3,89.0,5.0,2.0,130.1,Normal Weight,F,47,14.0
29.0,105.4,109.0,5.0,6.0,152.1,Normal Weight,M,73,240.0
6.0,103.3,86.0,6.0,1.0,211.6,Overweight,M,56,27.0
22.0,105.3,102.0,5.0,3.0,138.9,Normal Weight,F,48,132.0
25.0,105.6,110.0,5.0,7.0,169.8,Overweight,M,28,161.0
11.0,104.4,89.0,6.0,2.0,194.0,Overweight,M,48,49.0
8.0,102.6,90.0,6.0,2.0,180.8,Normal Weight,F,65,38.0
18.0,105.4,103.0,5.0,7.0,163.1,Overweight,M,77,138.0
7.0,102.9,93.0,5.0,4.0,132.3,Normal Weight,F,28,33.0
18.0,104.7,97.0,6.0,4.0,216.1,Overweight,M,65,121.0
3.0,101.8,83.0,4.0,9.0,108.0,Normal Weight,F,40,12.0
8.0,103.6,93.0,5.0,6.0,145.5,Normal Weight,F,29,37.0
8.0,103.6,91.0,5.0,4.0,138.9,Normal Weight,F,21,35.0
30.0,105.4,109.0,5.0,5.0,134.5,Normal Weight,F,20,189.0
5.0,102.2,84.0,5.0,3.0,134.5,Normal Weight,F,70,23.0
22.0,105.1,99.0,5.0,3.0,123.5,Normal Weight,F,58,131.0
5.0,102.6,82.0,5.0,9.0,160.9,Normal Weight,F,71,21.0
14.0,103.8,92.0,4.0,9.0,114.6,Normal Weight,F,48,71.0
25.0,104.9,108.0,6.0,0.0,196.2,Overweight,M,27,159.0
2.0,101.3,82.0,5.0,3.0,145.5,Overweight,F,44,8.0
27.0,104.9,105.0,6.0,2.0,202.8,Overweight,M,24,157.0
23.0,105.8,98.0,5.0,4.0,145.5,Normal Weight,F,39,124.0
12.0,104.5,95.0,6.0,2.0,189.6,Normal Weight,M,21,48.0
27.0,105.3,114.0,5.0,11.0,198.4,Overweight,M,79,264.0
26.0,105.3,108.0,6.0,5.0,205.0,Normal Weight,M,38,181.0
19.0,105.1,100.0,6.0,1.0,183.0,Normal Weight,M,35,102.0
16.0,104.9,96.0,5.0,9.0,160.9,Normal Weight,M,29,69.0
28.0,105.4,109.0,6.0,3.0,205.0,Overweight,M,24,180.0
8.0,103.1,83.0,5.0,6.0,154.3,Normal Weight,F,65,33.0
18.0,104.7,102.0,5.0,7.0,158.7,Obese,F,50,107.0
29.0,105.4,114.0,5.0,9.0,149.9,Normal Weight,F,32,201.0
3.0,101.1,86.0,6.0,1.0,180.8,Normal Weight,M,45,11.0
25.0,105.4,109.0,5.0,5.0,149.9,Normal Weight,F,64,174.0
12.0,104.2,92.0,6.0,0.0,200.6,Overweight,M,66,70.0
14.0,104.2,102.0,6.0,6.0,216.1,Overweight,M,58,100.0
9.0,103.5,78.0,6.0,7.0,218.3,Normal Weight,M,61,33.0
5.0,102.6,87.0,5.0,11.0,172.0,Normal Weight,F,58,22.0
19.0,104.7,100.0,5.0,6.0,152.1,Normal Weight,M,32,94.0
8.0,103.5,92.0,5.0,4.0,130.1,Normal Weight,F,37,38.0
4.0,102.2,89.0,6.0,2.0,198.4,Overweight,M,30,15.0
20.0,105.4,93.0,5.0,8.0,145.5,Normal Weight,F,22,91.0
25.0,105.4,101.0,6.0,2.0,180.8,Normal Weight,M,27,128.0
15.0,104.4,97.0,5.0,5.0,147.7,Normal Weight,F,37,78.0
16.0,103.5,91.0,5.0,11.0,172.0,Normal Weight,M,24,54.0
5.0,102.0,84.0,5.0,4.0,127.9,Normal Weight,F,45,21.0
24.0,105.3,101.0,5.0,8.0,152.1,Normal Weight,F,63,146.0
28.0,105.8,109.0,5.0,3.0,112.4,Normal Weight,F,26,183.0
17.0,104.4,95.0,4.0,11.0,110.2,Normal Weight,F,26,86.0
10.0,104.0,93.0,6.0,0.0,183.0,Normal Weight,M,78,64.0
13.0,104.0,94.0,5.0,4.0,134.5,Normal Weight,F,72,73.0
11.0,104.0,86.0,4.0,10.0,108.0,Normal Weight,F,21,44.0
26.0,105.1,113.0,4.0,7.0,94.8,Normal Weight,F,58,199.0
22.0,105.3,105.0,4.0,9.0,112.4,Normal Weight,F,66,150.0
7.0,102.7,90.0,5.0,7.0,147.7,Normal Weight,F,37,31.0
29.0,105.4,104.0,5.0,7.0,154.3,Normal Weight,F,32,170.0
12.0,104.2,95.0,6.0,1.0,187.4,Normal Weight,M,58,69.0
28.0,105.3,113.0,5.0,6.0,147.7,Normal Weight,F,62,207.0
10.0,103.1,88.0,5.0,4.0,156.5,Overweight,M,58,44.0
20.0,104.7,102.0,5.0,5.0,143.3,Normal Weight,F,36,115.0
15.0,105.3,98.0,5.0,9.0,160.9,Normal Weight,M,20,62.0
25.0,105.6,109.0,6.0,4.0,213.8,Overweight,M,70,218.0
3.0,101.7,73.0,6.0,0.0,183.0,Normal Weight,M,21,2.0
24.0,105.1,91.0,5.0,9.0,158.7,Normal Weight,F,79,126.0
18.0,104.9,99.0,5.0,7.0,143.3,Normal Weight,F,53,104.0
21.0,104.7,102.0,5.0,12.0,198.4,Overweight,M,43,131.0
6.0,102.7,90.0,5.0,3.0,125.7,Normal Weight,F,73,32.0
7.0,102.7,85.0,5.0,8.0,169.8,Overweight,M,34,21.0
30.0,105.6,103.0,5.0,8.0,147.7,Normal Weight,F,68,192.0
16.0,104.5,98.0,6.0,2.0,200.6,Overweight,M,68,110.0
12.0,103.3,94.0,5.0,7.0,163.1,Overweight,M,31,49.0
10.0,102.9,94.0,6.0,2.0,189.6,Normal Weight,M,31,44.0
25.0,105.3,106.0,5.0,7.0,145.5,Normal Weight,F,37,155.0
19.0,105.3,94.0,6.0,4.0,211.6,Overweight,M,55,109.0
16.0,104.5,92.0,6.0,5.0,211.6,Overweight,M,64,94.0
29.0,105.6,104.0,5.0,2.0,130.1,Normal Weight,F,30,173.0
11.0,104.0,93.0,5.0,11.0,178.6,Normal Weight,M,23,41.0
1.0,100.0,78.0,6.0,0.0,194.0,Overweight,M,55,3.0
3.0,100.8,87.0,6.0,2.0,187.4,Normal Weight,M,22,9.0
24.0,105.4,103.0,5.0,9.0,165.3,Normal Weight,F,31,136.0
8.0,103.3,86.0,5.0,4.0,125.7,Normal Weight,F,31,33.0
13.0,104.0,95.0,6.0,4.0,211.6,Overweight,M,43,69.0
3.0,101.7,82.0,6.0,6.0,224.9,Overweight,M,21,7.0
22.0,105.3,102.0,5.0,6.0,141.1,Normal Weight,F,27,124.0
5.0,102.7,85.0,6.0,4.0,216.1,Overweight,M,41,19.0
9.0,103.5,92.0,6.0,1.0,167.6,Normal Weight,F,24,39.0
28.0,105.1,107.0,5.0,10.0,174.2,Normal Weight,M,24,163.0
17.0,104.7,91.0,6.0,3.0,209.4,Overweight,M,79,109.0
24.0,105.4,106.0,5.0,5.0,143.3,Normal Weight,F,29,146.0
12.0,104.0,94.0,6.0,3.0,209.4,Overweight,M,43,62.0
17.0,104.9,101.0,5.0,10.0,191.8,Overweight,M,59,115.0
13.0,104.0,88.0,5.0,10.0,180.8,Overweight,M,30,43.0
10.0,104.0,91.0,5.0,7.0,158.7,Obese,M,34,37.0
17.0,104.7,96.0,5.0,5.0,147.7,Normal Weight,F,47,90.0
12.0,104.0,98.0,5.0,3.0,127.9,Normal Weight,F,63,71.0
23.0,104.4,101.0,5.0,1.0,143.3,Overweight,F,36,130.0
11.0,103.8,85.0,5.0,8.0,156.5,Normal Weight,F,35,42.0
24.0,105.1,99.0,5.0,6.0,156.5,Overweight,M,69,159.0
19.0,104.9,101.0,5.0,8.0,165.3,Overweight,F,47,109.0
28.0,104.7,105.0,5.0,5.0,132.3,Normal Weight,F,21,165.0
16.0,104.7,86.0,5.0,6.0,156.5,Overweight,M,29,44.0
27.0,105.6,99.0,6.0,8.0,249.1,Overweight,M,38,163.0
14.0,104.4,94.0,6.0,5.0,222.7,Overweight,M,25,61.0
20.0,104.9,98.0,6.0,6.0,224.9,Overweight,M,76,150.0
1.0,100.6,79.0,6.0,0.0,169.8,Normal Weight,F,63,4.0
8.0,103.1,93.0,6.0,3.0,189.6,Normal Weight,M,35,35.0
2.0,100.9,81.0,5.0,6.0,145.5,Normal Weight,F,49,7.0
2.0,100.4,91.0,5.0,6.0,147.7,Normal Weight,F,28,9.0
1.0,100.0,78.0,5.0,8.0,176.4,Overweight,M,42,2.0
12.0,103.6,92.0,5.0,7.0,165.3,Overweight,F,62,60.0
19.0,104.5,95.0,5.0,10.0,165.3,Normal Weight,M,33,83.0
16.0,104.0,90.0,6.0,0.0,185.2,Overweight,M,34,62.0
25.0,105.1,109.0,5.0,7.0,152.1,Normal Weight,F,53,169.0
12.0,103.5,101.0,6.0,1.0,200.6,Overweight,M,47,76.0
3.0,102.0,85.0,5.0,6.0,147.7,Normal Weight,F,56,13.0
21.0,105.3,108.0,6.0,5.0,218.3,Overweight,M,20,131.0
5.0,102.9,76.0,5.0,9.0,165.3,Normal Weight,M,27,6.0
16.0,104.2,105.0,5.0,4.0,143.3,Normal Weight,F,34,97.0
27.0,105.6,104.0,5.0,5.0,127.9,Normal Weight,F,35,164.0
6.0,102.6,86.0,4.0,12.0,114.6,Normal Weight,F,28,25.0
25.0,104.9,97.0,5.0,9.0,167.6,Overweight,M,29,112.0
2.0,101.3,88.0,5.0,3.0,141.1,Overweight,F,77,10.0
4.0,102.7,91.0,5.0,12.0,185.2,Overweight,M,22,14.0
14.0,104.2,88.0,5.0,6.0,143.3,Normal Weight,F,25,57.0
5.0,102.0,89.0,5.0,7.0,165.3,Overweight,M,73,27.0
4.0,101.8,81.0,5.0,12.0,169.8,Normal Weight,F,32,13.0
23.0,105.1,108.0,5.0,10.0,187.4,Overweight,M,55,175.0
28.0,105.6,105.0,5.0,10.0,172.0,Normal Weight,M,21,150.0
4.0,102.0,88.0,4.0,9.0,103.6,Normal Weight,F,76,21.0
28.0,105.6,107.0,6.0,0.0,198.4,Overweight,M,50,205.0
19.0,104.9,105.0,4.0,10.0,108.0,Normal Weight,F,25,116.0
27.0,105.4,100.0,5.0,11.0,176.4,Normal Weight,M,20,124.0
29.0,105.8,111.0,5.0,8.0,149.9,Normal Weight,F,59,206.0
3.0,101.5,89.0,5.0,9.0,154.3,Normal Weight,M,55,13.0
15.0,104.0,104.0,5.0,8.0,172.0,Overweight,M,76,118.0
15.0,104.2,92.0,6.0,6.0,222.7,Overweight,M,35,69.0
8.0,103.6,87.0,6.0,1.0,187.4,Normal Weight,F,32,31.0
5.0,102.0,79.0,5.0,3.0,134.5,Normal Weight,F,67,20.0
9.0,103.5,97.0,5.0,3.0,121.3,Normal Weight,F,24,46.0
29.0,106.0,107.0,5.0,6.0,145.5,Normal Weight,F,61,195.0
29.0,105.4,111.0,5.0,1.0,112.4,Normal Weight,F,22,194.0
27.0,105.4,104.0,6.0,4.0,194.0,Normal Weight,M,21,147.0
21.0,104.9,108.0,6.0,1.0,200.6,Overweight,M,32,139.0
28.0,105.1,106.0,6.0,9.0,238.1,Overweight,M,56,220.0
13.0,103.8,97.0,6.0,1.0,205.0,Overweight,M,65,86.0
28.0,105.8,116.0,6.0,4.0,187.4,Normal Weight,M,22,202.0
28.0,105.8,102.0,6.0,3.0,211.6,Overweight,M,75,221.0
3.0,101.3,80.0,6.0,0.0,202.8,Overweight,M,51,10.0
7.0,102.9,83.0,5.0,10.0,183.0,Overweight,M,62,29.0
5.0,102.7,78.0,5.0,1.0,127.9,Normal Weight,F,39,17.0
1.0,100.2,84.0,6.0,1.0,198.4,Overweight,M,25,3.0
18.0,104.5,99.0,6.0,2.0,202.8,Overweight,M,69,127.0
21.0,104.4,103.0,6.0,2.0,200.6,Overweight,M,44,135.0
21.0,105.1,102.0,5.0,10.0,169.8,Normal Weight,F,46,121.0
10.0,103.8,95.0,6.0,0.0,196.2,Overweight,M,46,53.0
23.0,105.4,100.0,5.0,10.0,189.6,Overweight,M,78,173.0
6.0,103.1,91.0,5.0,5.0,121.3,Normal Weight,F,23,27.0
14.0,104.2,99.0,5.0,11.0,183.0,Overweight,M,32,71.0
17.0,104.5,97.0,6.0,4.0,202.8,Normal Weight,M,22,77.0
14.0,104.4,91.0,5.0,8.0,152.1,Normal Weight,F,61,70.0
28.0,105.3,111.0,5.0,11.0,185.2,Overweight,M,22,180.0
17.0,104.2,94.0,6.0,2.0,189.6,Normal Weight,M,22,67.0
23.0,105.6,107.0,5.0,2.0,121.3,Normal Weight,F,33,147.0
10.0,103.8,92.0,5.0,6.0,138.9,Normal Weight,F,54,50.0
6.0,102.4,79.0,5.0,5.0,149.9,Normal Weight,M,46,15.0
7.0,103.3,91.0,5.0,6.0,145.5,Normal Weight,F,23,30.0
17.0,104.7,102.0,5.0,7.0,172.0,Overweight,M,61,116.0
11.0,103.3,101.0,6.0,4.0,209.4,Overweight,M,30,61.0
6.0,102.4,86.0,6.0,4.0,205.0,Overweight,M,55,27.0
29.0,105.6,101.0,5.0,1.0,130.1,Normal Weight,F,23,160.0
18.0,104.7,98.0,5.0,9.0,169.8,Overweight,M,76,125.0
23.0,104.7,97.0,5.0,1.0,114.6,Normal Weight,F,53,131.0
23.0,106.3,100.0,6.0,0.0,191.8,Overweight,M,33,124.0
24.0,105.3,105.0,5.0,4.0,141.1,Normal Weight,F,70,161.0
4.0,101.5,85.0,4.0,12.0,119.0,Normal Weight,F,68,19.0
19.0,104.5,108.0,5.0,1.0,121.3,Normal Weight,F,51,129.0
6.0,102.4,83.0,6.0,0.0,200.6,Overweight,M,35,18.0
27.0,105.4,95.0,6.0,7.0,227.1,Overweight,M,65,176.0
27.0,105.4,111.0,4.0,12.0,125.7,Normal Weight,F,73,202.0
9.0,103.3,87.0,5.0,2.0,132.3,Normal Weight,F,74,44.0
11.0,104.5,84.0,6.0,5.0,202.8,Normal Weight,M,54,45.0
2.0,100.4,82.0,6.0,0.0,196.2,Overweight,M,40,6.0
9.0,103.1,87.0,5.0,8.0,149.9,Normal Weight,F,32,36.0
24.0,104.9,91.0,5.0,10.0,165.3,Normal Weight,M,22,78.0
14.0,103.6,97.0,5.0,9.0,158.7,Normal Weight,F,25,69.0
24.0,105.8,103.0,5.0,6.0,149.9,Normal Weight,M,72,175.0
24.0,105.6,88.0,5.0,7.0,147.7,Normal Weight,F,44,105.0
20.0,105.1,93.0,5.0,9.0,158.7,Normal Weight,F,39,95.0
19.0,104.4,101.0,6.0,6.0,216.1,Overweight,M,70,143.0
15.0,104.9,87.0,5.0,12.0,187.4,Overweight,M,22,43.0
20.0,105.3,91.0,5.0,3.0,130.1,Normal Weight,F,34,93.0
8.0,103.3,85.0,6.0,4.0,218.3,Overweight,M,26,24.0
17.0,104.0,100.0,5.0,4.0,130.1,Normal Weight,F,41,97.0
1.0,99.3,81.0,6.0,2.0,198.4,Overweight,M,59,4.0
10.0,103.6,87.0,5.0,9.0,176.4,Overweight,M,32,32.0
23.0,105.3,105.0,5.0,7.0,138.9,Normal Weight,F,36,141.0
12.0,104.5,81.0,6.0,5.0,220.5,Overweight,M,26,30.0
2.0,101.8,89.0,5.0,5.0,149.9,Overweight,M,58,9.0
5.0,102.4,82.0,6.0,0.0,194.0,Overweight,M,34,14.0
17.0,104.2,97.0,5.0,9.0,156.5,Normal Weight,F,42,89.0
20.0,104.5,97.0,5.0,6.0,127.9,Normal Weight,F,35,106.0
22.0,105.4,105.0,6.0,2.0,191.8,Normal Weight,M,23,124.0
29.0,105.4,99.0,5.0,3.0,136.7,Normal Weight,F,22,152.0
21.0,104.9,103.0,5.0,4.0,138.9,Normal Weight,F,24,120.0
26.0,104.7,113.0,5.0,2.0,119.0,Normal Weight,F,47,190.0
12.0,104.7,95.0,5.0,7.0,156.5,Normal Weight,F,39,60.0
28.0,105.3,114.0,5.0,7.0,152.1,Normal Weight,M,33,199.0
25.0,105.4,99.0,6.0,6.0,227.1,Overweight,M,34,141.0
29.0,105.1,101.0,5.0,10.0,154.3,Normal Weight,F,55,172.0
24.0,105.1,103.0,5.0,10.0,180.8,Overweight,M,30,134.0
3.0,101.5,91.0,5.0,10.0,183.0,Overweight,M,23,10.0
24.0,105.6,104.0,6.0,4.0,207.2,Overweight,M,27,140.0
23.0,105.4,99.0,6.0,3.0,189.6,Normal Weight,M,47,135.0
3.0,100.6,86.0,6.0,3.0,213.8,Overweight,M,21,9.0
6.0,102.9,86.0,5.0,6.0,158.7,Overweight,M,29,17.0
18.0,105.3,97.0,5.0,7.0,152.1,Normal Weight,F,44,96.0
18.0,104.7,100.0,5.0,7.0,167.6,Overweight,M,40,99.0
9.0,103.8,77.0,4.0,9.0,94.8,Normal Weight,F,22,28.0
19.0,104.7,99.0,5.0,8.0,145.5,Normal Weight,F,33,102.0
23.0,105.4,100.0,5.0,4.0,147.7,Overweight,F,74,143.0
21.0,105.1,92.0,4.0,11.0,116.8,Normal Weight,F,25,98.0
11.0,104.4,89.0,5.0,10.0,176.4,Obese,M,61,54.0
5.0,102.6,80.0,5.0,7.0,154.3,Normal Weight,F,49,18.0
18.0,104.4,98.0,6.0,0.0,158.7,Normal Weight,F,21,90.0
24.0,104.9,116.0,6.0,3.0,200.6,Overweight,M,25,180.0
19.0,104.9,86.0,6.0,0.0,169.8,Normal Weight,M,25,51.0
9.0,103.6,83.0,5.0,4.0,147.7,Overweight,F,63,38.0
7.0,103.1,85.0,5.0,11.0,187.4,Overweight,M,77,36.0
23.0,105.6,96.0,5.0,4.0,149.9,Overweight,F,48,122.0
25.0,104.9,113.0,4.0,11.0,114.6,Normal Weight,F,46,183.0
3.0,101.8,89.0,5.0,8.0,152.1,Normal Weight,F,30,13.0
4.0,102.2,84.0,5.0,9.0,165.3,Normal Weight,M,23,9.0
3.0,102.2,85.0,6.0,2.0,216.1,Overweight,M,52,13.0
24.0,104.9,93.0,6.0,6.0,220.5,Overweight,M,21,97.0
9.0,102.6,85.0,5.0,1.0,116.8,Normal Weight,F,20,35.0
13.0,104.7,98.0,5.0,3.0,141.1,Overweight,F,59,75.0
29.0,105.8,109.0,6.0,0.0,196.2,Overweight,M,30,192.0
5.0,102.0,82.0,5.0,7.0,178.6,Overweight,M,76,23.0
9.0,103.3,90.0,5.0,7.0,156.5,Normal Weight,F,62,44.0
7.0,103.1,91.0,5.0,6.0,141.1,Normal Weight,F,30,32.0
29.0,105.3,115.0,5.0,10.0,172.0,Normal Weight,M,34,217.0
10.0,104.0,97.0,5.0,3.0,119.0,Normal Weight,F,27,52.0
26.0,105.1,107.0,6.0,0.0,180.8,Normal Weight,M,50,186.0
4.0,101.7,73.0,6.0,5.0,209.4,Obese,M,50,9.0
12.0,104.7,90.0,6.0,6.0,220.5,Overweight,M,23,44.0
19.0,105.1,98.0,5.0,3.0,136.7,Normal Weight,F,29,100.0
29.0,105.6,107.0,6.0,0.0,163.1,Normal Weight,F,54,188.0
24.0,105.3,106.0,5.0,2.0,134.5,Normal Weight,F,53,157.0
29.0,105.6,105.0,5.0,1.0,136.7,Overweight,F,38,179.0
11.0,103.8,88.0,6.0,7.0,224.9,Overweight,M,60,57.0
7.0,102.9,83.0,5.0,8.0,152.1,Normal Weight,F,22,24.0
14.0,104.0,85.0,5.0,3.0,125.7,Normal Weight,F,79,68.0
9.0,103.3,95.0,5.0,10.0,165.3,Normal Weight,F,55,47.0
16.0,104.5,102.0,5.0,7.0,149.9,Normal Weight,F,75,103.0
18.0,104.4,105.0,6.0,2.0,205.0,Overweight,M,54,131.0
6.0,102.6,90.0,5.0,2.0,127.9,Normal Weight,M,25,17.0
23.0,105.3,108.0,5.0,11.0,187.4,Overweight,M,49,168.0
29.0,105.3,114.0,5.0,10.0,174.2,Normal Weight,F,38,200.0
12.0,104.7,86.0,5.0,3.0,132.3,Normal Weight,F,67,56.0
7.0,102.4,85.0,5.0,8.0,160.9,Normal Weight,F,22,25.0
10.0,103.3,89.0,5.0,5.0,134.5,Normal Weight,F,32,44.0
8.0,102.6,88.0,4.0,11.0,123.5,Normal Weight,F,48,37.0
6.0,102.0,88.0,4.0,11.0,108.0,Normal Weight,F,29,26.0
30.0,106.2,120.0,6.0,2.0,191.8,Normal Weight,M,37,258.0
5.0,101.8,77.0,6.0,2.0,209.4,Overweight,M,71,20.0
7.0,103.3,87.0,4.0,10.0,121.3,Overweight,F,22,28.0
1.0,99.9,86.0,5.0,5.0,147.7,Normal Weight,F,65,5.0
19.0,104.7,102.0,5.0,10.0,178.6,Overweight,M,45,116.0
5.0,102.0,87.0,5.0,9.0,149.9,Normal Weight,F,37,21.0
5.0,102.9,79.0,6.0,4.0,216.1,Overweight,M,35,13.0
21.0,105.3,103.0,5.0,5.0,134.5,Normal Weight,F,24,120.0
22.0,104.7,101.0,5.0,12.0,191.8,Overweight,M,56,146.0
4.0,101.7,87.0,5.0,10.0,183.0,Overweight,M,62,19.0
11.0,104.0,84.0,5.0,5.0,143.3,Normal Weight,F,29,41.0
7.0,102.7,83.0,6.0,2.0,189.6,Normal Weight,M,29,18.0
9.0,104.4,81.0,6.0,4.0,207.2,Overweight,M,33,24.0
9.0,103.1,88.0,5.0,12.0,178.6,Normal Weight,M,46,37.0
22.0,105.1,97.0,5.0,7.0,160.9,Obese,M,75,146.0
